"logLik.1","logLik.2","logLik.3","logLik.4","logLik.5","logLik.6","logLik.7","logLik.8","logLik.9","logLik.10","logLik.11","logLik.12","logLik.13","parameters_others.1","parameters_others.2","parameters_others.3","parameters_others.4","parameters_log_inf.1","parameters_log_inf.2","parameters_log_inf.3","parameters_log_inf.4","parameters_log_inf.5","parameters_log_inf.6","parameters_log_inf.7","parameters_log_inf.8","parameters_log_inf.9","parameters_log_inf.10","parameters_log_inf.11","parameters_log_inf.12","parameters_log_inf.13","parameters_g_out_ICU.1","parameters_g_out_ICU.2","parameters_g_out_ICU.3","parameters_g_out_ICU.4","parameters_g_out_ICU.5","parameters_g_out_ICU.6","parameters_g_out_ICU.7","parameters_g_out_ICU.8","parameters_g_out_ICU.9","parameters_g_out_ICU.10","parameters_g_out_ICU.11","parameters_g_out_ICU.12","parameters_g_out_ICU.13","parameters_g_out_hosp.1","parameters_g_out_hosp.2","parameters_g_out_hosp.3","parameters_g_out_hosp.4","parameters_g_out_hosp.5","parameters_g_out_hosp.6","parameters_g_out_hosp.7","parameters_g_out_hosp.8","parameters_g_out_hosp.9","parameters_g_out_hosp.10","parameters_g_out_hosp.11","parameters_g_out_hosp.12","parameters_g_out_hosp.13","accept_others.1","accept_others.2","accept_others.3","accept_others.4","accept_log_inf.1","accept_log_inf.2","accept_log_inf.3","accept_log_inf.4","accept_log_inf.5","accept_log_inf.6","accept_log_inf.7","accept_log_inf.8","accept_log_inf.9","accept_log_inf.10","accept_log_inf.11","accept_log_inf.12","accept_log_inf.13","accept_g_out_ICU.1","accept_g_out_ICU.2","accept_g_out_ICU.3","accept_g_out_ICU.4","accept_g_out_ICU.5","accept_g_out_ICU.6","accept_g_out_ICU.7","accept_g_out_ICU.8","accept_g_out_ICU.9","accept_g_out_ICU.10","accept_g_out_ICU.11","accept_g_out_ICU.12","accept_g_out_ICU.13","accept_g_out_hosp.1","accept_g_out_hosp.2","accept_g_out_hosp.3","accept_g_out_hosp.4","accept_g_out_hosp.5","accept_g_out_hosp.6","accept_g_out_hosp.7","accept_g_out_hosp.8","accept_g_out_hosp.9","accept_g_out_hosp.10","accept_g_out_hosp.11","accept_g_out_hosp.12","accept_g_out_hosp.13"
-1047.67686204963,-926.198078217067,-738.045526326545,-893.064860402549,-558.720950137486,-1307.2367135678,-1019.20250316817,-1351.49893416364,-811.113970949658,-801.270343969334,-910.565924741597,-993.500758210349,-804.617532245393,2.95801283253338,0.523058258912151,0.682401315893274,0.701490222491357,12.2969222192392,11.5626425997462,10.3415740726868,10.7100219893653,9.04066689448101,13.0103746699323,12.2128787946194,13.8557947036809,10.8368813705505,10.7630020743143,11.3213337642417,11.6556704935175,10.8226609390927,0.117188033078603,0.130489152180803,0.186427950869727,0.092671127472126,0.147508165140733,0.140046070798907,0.117146722542593,0.0962021000930222,0.137525131382139,0.128513053921562,0.124167364194071,0.108753046884031,0.156796220249888,0.151434597679914,0.174770178502698,0.176790741892283,0.107531304857436,0.267303147312955,0.166671288450928,0.147659746136611,0.130904290231374,0.175238327188282,0.161533354654748,0.247839190790026,0.153657071340127,0.158083410482788,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
-1047.67686204963,-926.198078217067,-738.971161532167,-893.324505649261,-558.176590041104,-1306.94768484622,-1018.75306462973,-1352.01683692006,-811.113970949658,-800.727212187481,-910.565924741597,-993.512773274654,-805.121106335135,2.95801283253338,0.523058258912151,0.682401315893274,0.701490222491357,12.2969222192392,11.5626425997462,10.3415740726868,10.7100219893653,9.06022958150943,13.0016589461286,12.2128787946194,13.8557947036809,10.8368813705505,10.7742559983457,11.3213337642417,11.6576567113329,10.8226609390927,0.117188033078603,0.130489152180803,0.206075805428909,0.0881021934659009,0.147508165140733,0.140046070798907,0.118540490897078,0.0972983845478055,0.137525131382139,0.128513053921562,0.124167364194071,0.108753046884031,0.159056251671558,0.151434597679914,0.174770178502698,0.176790741892283,0.107531304857436,0.267303147312955,0.166671288450928,0.147659746136611,0.130904290231374,0.175238327188282,0.163100360394505,0.247839190790026,0.153657071340127,0.164886900295118,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
-1047.14009197037,-926.733762487823,-738.945073041889,-892.331119198426,-558.608349201062,-1311.43845021453,-1020.82679871939,-1349.68137781665,-810.69487295946,-800.880918614186,-910.872029367456,-992.613040196301,-804.510273707732,2.97265994069427,0.523058258912151,0.682401315893274,0.701490222491357,12.2969222192392,11.5626425997462,10.3905092381825,10.7131990939372,9.06022958150943,13.0016589461286,12.2128787946194,13.8580950323326,10.8416432641361,10.7635627846795,11.3213337642417,11.6576567113329,10.8226609390927,0.117188033078603,0.130489152180803,0.206075805428909,0.0951485248917168,0.147508165140733,0.140046070798907,0.115681803793878,0.0972983845478055,0.137525131382139,0.128513053921562,0.124167364194071,0.108753046884031,0.159056251671558,0.151434597679914,0.174770178502698,0.176790741892283,0.107531304857436,0.252171054554103,0.166671288450928,0.149921299771321,0.130904290231374,0.175238327188282,0.163100360394505,0.247839190790026,0.153657071340127,0.164886900295118,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1047.26619924923,-926.843179129725,-739.075916897871,-892.331119198426,-558.365928931857,-1311.38900585362,-1021.35782851887,-1349.65310429923,-810.69487295946,-801.221560106458,-909.880578436658,-992.613040196301,-804.147076331319,2.97265994069427,0.523058258912151,0.682401315893274,0.701490222491357,12.3066675042685,11.5626425997462,10.3942127632265,10.7131990939372,9.06022958150943,13.0016589461286,12.2381103555401,13.8603046659349,10.8416432641361,10.7599739691047,11.3538394720048,11.6576567113329,10.8226609390927,0.117188033078603,0.122401427895631,0.202563091963932,0.0951485248917168,0.142549192869966,0.140459156998416,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.124167364194071,0.108753046884031,0.159056251671558,0.151434597679914,0.174770178502698,0.176790741892283,0.107531304857436,0.252171054554103,0.166671288450928,0.149921299771321,0.130904290231374,0.175238327188282,0.159338862212183,0.247839190790026,0.153657071340127,0.16368242558458,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-1047.24719622086,-926.470703264096,-739.079406937742,-893.291378089294,-559.105634531855,-1311.34448054657,-1021.40511154986,-1349.61699075225,-810.704407862611,-801.233610777102,-910.262980081247,-992.780309489201,-804.419160139797,2.97265994069427,0.523559099388557,0.682401315893274,0.701490222491357,12.3066675042685,11.5591004932541,10.3942127632265,10.7131990939372,9.06022958150943,13.0016589461286,12.2381103555401,13.8603046659349,10.8416432641361,10.7599739691047,11.3538394720048,11.647810695535,10.8226609390927,0.117188033078603,0.122606750220116,0.202563091963932,0.0972492891548127,0.131031955007622,0.140459156998416,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.124167364194071,0.108461317990301,0.162823915858667,0.151434597679914,0.174018631554157,0.176790741892283,0.107531304857436,0.252171054554103,0.166671288450928,0.149921299771321,0.130904290231374,0.175238327188282,0.159338862212183,0.245701154474247,0.153657071340127,0.16368242558458,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-1047.063865253,-926.4805378611,-739.381367658056,-892.601708247749,-558.681415637181,-1312.79830059052,-1021.01408919698,-1348.8139061392,-810.538002438508,-802.208456809409,-910.48936109671,-992.602083349312,-804.313181979037,2.97603376017528,0.523559099388557,0.682747990838636,0.701490222491357,12.299165188929,11.5591004932541,10.3972667951842,10.7131990939372,9.03469524749335,13.0016589461286,12.2381103555401,13.8603046659349,10.8416432641361,10.7599739691047,11.3538394720048,11.6472518292411,10.8601190142014,0.117188033078603,0.122606750220116,0.202563091963932,0.0972492891548127,0.131031955007622,0.140459156998416,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.12431755207407,0.108461317990301,0.162823915858667,0.151434597679914,0.174018631554157,0.176790741892283,0.111233377756874,0.252171054554103,0.166671288450928,0.149921299771321,0.130904290231374,0.175238327188282,0.166341792089468,0.245701154474247,0.151013096473331,0.16368242558458,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
-1047.13709255277,-926.480396356523,-739.685534485141,-891.563517757122,-558.826267356543,-1312.99077414918,-1020.80655377702,-1348.9664292815,-810.495956370479,-802.155876366034,-910.564334890729,-992.777482925681,-804.417576598904,2.97603376017528,0.521373032393803,0.682747990838636,0.701490222491357,12.299165188929,11.5591004932541,10.3353272652032,10.7203711379881,9.03469524749335,13.0016589461286,12.2381103555401,13.8603046659349,10.8416432641361,10.7599739691047,11.3538394720048,11.6472518292411,10.8601190142014,0.117188033078603,0.122606750220116,0.202563091963932,0.0972492891548127,0.129553624187587,0.140459156998416,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.12431755207407,0.108461317990301,0.162823915858667,0.151434597679914,0.174018631554157,0.176790741892283,0.11056643734111,0.252171054554103,0.166671288450928,0.149921299771321,0.130904290231374,0.175238327188282,0.166341792089468,0.255303544921549,0.151013096473331,0.16368242558458,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1047.21702988293,-926.694899426714,-739.785167082875,-890.797486206606,-559.518998176179,-1312.60879016628,-1021.36013974426,-1349.74633690477,-810.816354232909,-801.816092230842,-910.044098966352,-992.669475291332,-804.357351920994,2.9716164476991,0.521373032393803,0.682747990838636,0.701490222491357,12.299165188929,11.5591004932541,10.3353272652032,10.7438784080893,9.03469524749335,13.0016589461286,12.2381103555401,13.8603046659349,10.8416432641361,10.7599739691047,11.3538394720048,11.6472518292411,10.8464632857745,0.117188033078603,0.122606750220116,0.19008628737634,0.0979537592731552,0.153214251839282,0.144035150192516,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.131600387527807,0.108461317990301,0.15831661632167,0.151434597679914,0.174018631554157,0.183540257798085,0.11056643734111,0.253629797532082,0.166671288450928,0.149921299771321,0.133082588025942,0.175238327188282,0.166341792089468,0.255303544921549,0.15353374583701,0.16368242558458,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
-1047.54919933596,-926.097167686605,-739.40138813753,-889.843528698585,-560.207834753518,-1312.37217927031,-1020.91344700376,-1350.29098037128,-811.791020362517,-801.686106805248,-909.281418172263,-993.074821854297,-804.447750165488,2.9716164476991,0.516522369411439,0.682747990838636,0.701621247956632,12.299165188929,11.5591004932541,10.3353272652032,10.7438784080893,9.03469524749335,13.0016589461286,12.2381103555401,13.8603046659349,10.8416432641361,10.7599739691047,11.3538394720048,11.6472518292411,10.8464632857745,0.118128769331419,0.124491583531216,0.19008628737634,0.0979537592731552,0.153214251839282,0.139508240527618,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.131600387527807,0.109084395871544,0.165693763368988,0.151434597679914,0.174018631554157,0.169974878201034,0.113063187744022,0.269675547782139,0.166671288450928,0.149921299771321,0.133082588025942,0.171714614699444,0.166341792089468,0.253953804711732,0.15353374583701,0.165172616233899,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1
-1047.54919933596,-926.067693601653,-739.40138813753,-889.843528698585,-559.249237863778,-1313.37508465725,-1020.22499438422,-1350.29098037128,-813.605574276429,-801.063953715717,-913.250536481183,-993.846352193514,-804.447750165488,2.9716164476991,0.516522369411439,0.682747990838636,0.701621247956632,12.299165188929,11.5591004932541,10.3353272652032,10.7438784080893,9.03469524749335,13.0016589461286,12.2381103555401,13.8603046659349,10.8850220380264,10.7599739691047,11.3538394720048,11.6472518292411,10.8464632857745,0.118128769331419,0.124640334053123,0.19008628737634,0.0979537592731552,0.1309657944863,0.139508240527618,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.138535212481535,0.109084395871544,0.165693763368988,0.151434597679914,0.174018631554157,0.169974878201034,0.113063187744022,0.269675547782139,0.164455551818752,0.151898886226824,0.133082588025942,0.187233186201974,0.159327679547424,0.253953804711732,0.156129892930124,0.165172616233899,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
-1048.14922553261,-927.292795982587,-740.235470556865,-887.922160893394,-559.845716627907,-1317.47285565623,-1018.19516839757,-1347.51638643937,-815.112562204187,-801.265305371193,-912.971288384268,-990.752798680511,-804.761824712641,2.9716164476991,0.516522369411439,0.685427443501709,0.701621247956632,12.2927737794024,11.5604490001606,10.3353272652032,10.7438784080893,9.03469524749335,13.0016589461286,12.2263857677102,13.8601996792653,10.8530719115653,10.7599739691047,11.3538394720048,11.6615196958754,10.8464632857745,0.118128769331419,0.124640334053123,0.19008628737634,0.0941204100162606,0.1309657944863,0.144185469541803,0.122053622467126,0.0972983845478055,0.137525131382139,0.128513053921562,0.135749880666459,0.109084395871544,0.165693763368988,0.151434597679914,0.174018631554157,0.169974878201034,0.116670741015924,0.269675547782139,0.164455551818752,0.151898886226824,0.13117485616579,0.191328018627779,0.159738637599964,0.253953804711732,0.156202133469283,0.165172616233899,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
-1048.55929469719,-926.792482363499,-739.081020194808,-891.044162080799,-558.985665090437,-1305.589300639,-1019.45490169412,-1353.48523447823,-817.118921156196,-800.326840826736,-913.824434474176,-992.271464444966,-805.242868525285,2.93630087708684,0.536851282101394,0.685427443501709,0.701621247956632,12.2927737794024,11.5656786194647,10.3353272652032,10.7438784080893,9.03469524749335,13.0016589461286,12.2263857677102,13.8706763213575,10.8530719115653,10.7599739691047,11.3610715424734,11.6615196958754,10.8464632857745,0.117313438220821,0.124640334053123,0.19008628737634,0.0941204100162606,0.133682036041522,0.143661931054528,0.122053622467126,0.0960912486803449,0.137525131382139,0.123499468599085,0.135749880666459,0.109084395871544,0.165693763368988,0.151434597679914,0.174018631554157,0.169974878201034,0.116670741015924,0.269675547782139,0.163508017716524,0.151898886226824,0.132001511325706,0.191328018627779,0.159738637599964,0.253953804711732,0.159531920187025,0.165172616233899,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-1050.68744659221,-928.938062355673,-741.25375857841,-892.139017369101,-560.395918067986,-1293.70027428213,-1022.17523322819,-1346.28211309836,-817.299893725963,-803.059397379666,-913.72249836739,-993.086830291082,-807.954167193973,2.93630087708684,0.536851282101394,0.685427443501709,0.688773104389978,12.280522639214,11.5656786194647,10.3353272652032,10.7438784080893,9.03469524749335,13.0016589461286,12.2263857677102,13.8706763213575,10.8471372887567,10.7599739691047,11.3610715424734,11.6615196958754,10.8464632857745,0.117313438220821,0.124640334053123,0.19008628737634,0.0941204100162606,0.133682036041522,0.143661931054528,0.118132297364427,0.0960912486803449,0.137525131382139,0.123499468599085,0.127091499294029,0.111549593076832,0.165693763368988,0.151434597679914,0.174018631554157,0.169974878201034,0.111612452520177,0.24077361235377,0.163508017716524,0.151285567996763,0.132001511325706,0.186853113659265,0.158422592065227,0.253953804711732,0.159531920187025,0.170034195231378,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1
-1050.60981752886,-928.930728962016,-741.231235039362,-891.63363969802,-560.376056038915,-1291.35938132919,-1022.02210403419,-1346.61621567219,-817.266184632383,-803.016772974676,-913.951867595977,-993.202510720394,-808.014450929512,2.93630087708684,0.535319215656261,0.685427443501709,0.688773104389978,12.280522639214,11.5656786194647,10.3353272652032,10.7438784080893,9.03469524749335,13.000865168974,12.2263857677102,13.8734616546264,10.8471372887567,10.7599739691047,11.3610715424734,11.6615196958754,10.8464632857745,0.113951176618865,0.124640334053123,0.19008628737634,0.0941204100162606,0.133682036041522,0.143661931054528,0.118132297364427,0.0991698922444542,0.137525131382139,0.123499468599085,0.125768944353453,0.111549593076832,0.165693763368988,0.151434597679914,0.174018631554157,0.169974878201034,0.112855947283498,0.24077361235377,0.166872883899032,0.151285567996763,0.132001511325706,0.186853113659265,0.158422592065227,0.253953804711732,0.159531920187025,0.170034195231378,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1050.39483844758,-929.677955610164,-741.231235039362,-891.63363969802,-560.153917373345,-1291.37557410414,-1022.02210403419,-1346.82747275993,-817.266184632383,-803.579345768503,-913.980595055459,-993.202510720394,-807.770981650844,2.93630087708684,0.535319215656261,0.685427443501709,0.688773104389978,12.280522639214,11.5559495956109,10.3353272652032,10.7438784080893,8.9641633522148,13.000865168974,12.2263857677102,13.8704157240953,10.8471372887567,10.7254631151798,11.3610715424734,11.6615196958754,10.8464632857745,0.115854228868315,0.13167146501552,0.19008628737634,0.0941204100162606,0.133682036041522,0.143692253266866,0.118132297364427,0.0991698922444542,0.137525131382139,0.122233035151269,0.133947539146578,0.111549593076832,0.165693763368988,0.151434597679914,0.171843213062393,0.169974878201034,0.112855947283498,0.24077361235377,0.166872883899032,0.151285567996763,0.135643856301747,0.186853113659265,0.158422592065227,0.253953804711732,0.159531920187025,0.169218381017617,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
-1050.44278351619,-929.677955610164,-741.231235039362,-891.63363969802,-560.18088823686,-1291.37557410414,-1021.04776369431,-1346.36114960998,-817.293576912274,-802.681289730479,-914.114746928631,-993.202510720394,-807.719492661504,2.93630087708684,0.535319215656261,0.685427443501709,0.688773104389978,12.280522639214,11.5559495956109,10.3353272652032,10.7438784080893,8.9641633522148,13.000865168974,12.2263857677102,13.8704157240953,10.8471372887567,10.7432633162898,11.3610715424734,11.6615196958754,10.8464632857745,0.116274293165081,0.13167146501552,0.19008628737634,0.0941204100162606,0.133682036041522,0.143692253266866,0.122832745324055,0.0985838590922613,0.138043348360478,0.122138882894939,0.133947539146578,0.111549593076832,0.165693763368988,0.151434597679914,0.171843213062393,0.169974878201034,0.112855947283498,0.238166785212657,0.166872883899032,0.151285567996763,0.135643856301747,0.186853113659265,0.162476608344294,0.256261030878271,0.159531920187025,0.169021747708071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
-1050.57486332348,-928.893919377549,-741.231235039362,-891.691330313671,-560.890363524146,-1292.13355312223,-1021.04776369431,-1346.36114960998,-815.52940784975,-802.683679145161,-914.114746928631,-993.202510720394,-808.213268945569,2.93630087708684,0.535319215656261,0.685427443501709,0.688773104389978,12.280522639214,11.5559495956109,10.3353272652032,10.7438784080893,8.94892379507601,13.0152837534689,12.2263857677102,13.8704157240953,10.8471372887567,10.7432633162898,11.3610715424734,11.6615196958754,10.8464632857745,0.116274293165081,0.123194932844001,0.19008628737634,0.0967895761265354,0.121617509292911,0.144171684593082,0.122832745324055,0.0985838590922613,0.138043348360478,0.122138882894939,0.133947539146578,0.111549593076832,0.165693763368988,0.149900308632428,0.171843213062393,0.169974878201034,0.116403327029355,0.238166785212657,0.166872883899032,0.151285567996763,0.135643856301747,0.180082832982293,0.157445728334937,0.256261030878271,0.159531920187025,0.170605456300106,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
-1049.50009236445,-928.893919377549,-740.371788266734,-891.237986453864,-561.349223420059,-1292.33212075786,-1020.88536943215,-1346.63824341365,-815.52940784975,-801.772831965369,-914.2302201143,-992.349872860244,-808.213268945569,2.93630087708684,0.535319215656261,0.685427443501709,0.688773104389978,12.2933724334821,11.5559495956109,10.3353272652032,10.7523306713057,8.94892379507601,13.0175164314629,12.2228420296123,13.8831012083407,10.8471372887567,10.7432633162898,11.3610715424734,11.6615196958754,10.8464632857745,0.116274293165081,0.123194932844001,0.19008628737634,0.0967895761265354,0.140663254028047,0.143609806722151,0.122832745324055,0.0979857159917288,0.138043348360478,0.115432175704566,0.133947539146578,0.111549593076832,0.165693763368988,0.153528972177771,0.171843213062393,0.181257984815903,0.116403327029355,0.238166785212657,0.166872883899032,0.151285567996763,0.135643856301747,0.180082832982293,0.161819039115036,0.257197516065894,0.156911451663612,0.170605456300106,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
-1048.62867419425,-927.239331055975,-739.113671358912,-890.921247647512,-560.768326353881,-1298.598943201,-1019.90344291083,-1350.3526858868,-814.089517139153,-800.774298260935,-913.552833111298,-991.759455697046,-807.149999140747,2.93630087708684,0.535319215656261,0.685427443501709,0.695836922249622,12.2993433085119,11.5559495956109,10.3353272652032,10.7523306713057,8.94892379507601,13.0175164314629,12.2228420296123,13.8831012083407,10.8471372887567,10.7432633162898,11.3610715424734,11.6615196958754,10.8085949088584,0.116274293165081,0.130529014041032,0.19008628737634,0.0967895761265354,0.140663254028047,0.143400435312427,0.122832745324055,0.0994677610058269,0.138043348360478,0.113385262212479,0.133947539146578,0.111549593076832,0.165693763368988,0.153528972177771,0.178783713139258,0.181257984815903,0.116403327029355,0.238166785212657,0.166872883899032,0.151285567996763,0.134417821778868,0.180082832982293,0.161819039115036,0.256765518350391,0.156911451663612,0.158034128311318,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
-1049.89720344683,-929.578913172029,-741.388081027529,-891.526583200367,-561.138356733944,-1287.55975218621,-1021.74629797004,-1343.66579992807,-816.854265789997,-803.075549819501,-914.948696517253,-992.826802067393,-809.080907709661,2.93630087708684,0.535319215656261,0.685427443501709,0.68314570956376,12.2993433085119,11.5559495956109,10.3353272652032,10.7523306713057,9.0381923525914,13.0175164314629,12.2228420296123,13.8831012083407,10.8471372887567,10.7432633162898,11.3879242575095,11.6615196958754,10.8085949088584,0.116274293165081,0.130529014041032,0.19008628737634,0.0967895761265354,0.140663254028047,0.143400435312427,0.119723107778862,0.0994677610058269,0.138043348360478,0.113385262212479,0.133947539146578,0.110655042882237,0.165693763368988,0.153528972177771,0.178783713139258,0.181257984815903,0.116403327029355,0.238166785212657,0.166872883899032,0.151285567996763,0.134417821778868,0.181739021985026,0.16047677123311,0.256765518350391,0.156911451663612,0.158034128311318,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-1048.47182763338,-926.917864871596,-738.704862138419,-890.848219768079,-558.510551994815,-1300.1336384417,-1021.24953252736,-1351.76096213448,-813.888839157686,-800.312565935329,-913.629937763502,-993.145001876758,-807.221506124555,2.93630087708684,0.535319215656261,0.685427443501709,0.697648745063,12.2993433085119,11.5559495956109,10.3353272652032,10.7523306713057,9.0381923525914,13.0175164314629,12.2228420296123,13.8831012083407,10.8471372887567,10.7432633162898,11.3879242575095,11.6598351858225,10.83650476485,0.116274293165081,0.130529014041032,0.19008628737634,0.0967895761265354,0.140663254028047,0.143400435312427,0.119723107778862,0.0980066512364128,0.138043348360478,0.113385262212479,0.133947539146578,0.110655042882237,0.161566739211983,0.153528972177771,0.178783713139258,0.173616213556548,0.116403327029355,0.253889521558351,0.172023286640683,0.147444217551366,0.135944601732598,0.181739021985026,0.16047677123311,0.256765518350391,0.160361611928827,0.15797574141268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1
-1050.27408661551,-927.932541800335,-738.704862138419,-891.17802908122,-559.689243806448,-1300.52232670823,-1021.01206821871,-1351.76096213448,-814.209076955296,-800.312565935329,-913.629937763502,-995.215372138272,-807.221506124555,2.93630087708684,0.535319215656261,0.685427443501709,0.697648745063,12.3228261621997,11.5559495956109,10.3353272652032,10.7523306713057,9.0381923525914,13.0175164314629,12.2228420296123,13.8831012083407,10.8490404834689,10.7432633162898,11.3879242575095,11.6598351858225,10.83650476485,0.115759942512389,0.130529014041032,0.19008628737634,0.0983059878684538,0.149359680701803,0.141129480389381,0.121226515696761,0.0980066512364128,0.13366831113558,0.113385262212479,0.133947539146578,0.116022734848187,0.161566739211983,0.157197292148978,0.181089964887936,0.173616213556548,0.114894164537543,0.244884305184406,0.172023286640683,0.147444217551366,0.135944601732598,0.181739021985026,0.16047677123311,0.256765518350391,0.160361611928827,0.15797574141268,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
-1047.95941048487,-929.678210722667,-740.643912934563,-886.916987807668,-560.314755678051,-1314.9165086722,-1020.75884030078,-1342.98272922281,-812.11160867088,-799.313280004684,-914.45655530363,-990.17796800498,-803.860088909168,2.98580532265145,0.535319215656261,0.685427443501709,0.697648745063,12.3228261621997,11.5559495956109,10.3353272652032,10.7523306713057,9.0381923525914,13.0175164314629,12.2228420296123,13.8831012083407,10.8490404834689,10.7421606965763,11.3879242575095,11.6598351858225,10.83650476485,0.115759942512389,0.130529014041032,0.19008628737634,0.0983059878684538,0.149359680701803,0.141129480389381,0.121226515696761,0.0980066512364128,0.13366831113558,0.113385262212479,0.133947539146578,0.109493373768873,0.161566739211983,0.157197292148978,0.181089964887936,0.173616213556548,0.114894164537543,0.257608242136689,0.172023286640683,0.151557081833197,0.135944601732598,0.181739021985026,0.16047677123311,0.263182132568551,0.160361611928827,0.162631431451526,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
